name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;1.11;0.0743105;0.0061039; 0.9828120000; 0.0002567000; False; 0.9917921000; 1.1063886000;0.2; 0.087106; 0.027883; 0.072182; 0.042914; 5.7e-05; false; 0.23462;0.19; 0.087515; 0.027882; 0.04384; 0.026089; 0.020884; 3.9e-05; false; 0.210451;0.23; 0.097793; 0.031205; 0.087888; 0.043971; 6.7e-05; false; 0.264997;1.34; 0.099421; 0.03145;0.005013; 0.658337; 0.610792; 0.000909; false; 1.40942;1.0; 0.116848; 0.037601;0.000943; 0.284772; 0.541515; 0.009735; false; 0.995403;ERR;1.74; 0.1965; 0.0000; 0.5350; 0.1771; 0.0009; False; 0.7131; 0.9117;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;4.64;0.04820205500000001; 1.234731663; 2.5648E-5; false; 1.240228024; 1.405604312
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;1.4;0.0706939;0.0060033; 1.3047475000; 0.0002588000; False; 1.3135346000; 1.4227499000;0.26; 0.099325; 0.030252; 0.102774; 0.054361; 5e-05; false; 0.290859;0.26; 0.110275; 0.031212; 0.074682; 0.036211; 0.027743; 3.3e-05; false; 0.284438;0.26; 0.127078; 0.027141; 0.090118; 0.052104; 4.7e-05; false; 0.300227;1.55; 0.15155; 0.030432;0.006088; 0.690615; 0.772866; 0.001861; false; 1.65745;1.32; 0.112175; 0.028164;0.00106; 0.443359; 0.71315; 0.012312; false; 1.31428;ERR;2.3; 0.2054; 0.0000; 0.9259; 0.3408; 0.0019; False; 1.2687; 1.4802;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;5.77;0.056850132; 1.735336164; 3.8987E-5; false; 1.742507139; 1.912487198
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;1.97;0.0834922;0.0064280000000000006; 1.8378689000; 0.0002361000; False; 1.8472473000; 1.9693348000;0.33; 0.119994; 0.039985; 0.132147; 0.074375; 5.8e-05; false; 0.372892;0.28; 0.120204; 0.032931; 0.078462; 0.047737; 0.033729; 3.6e-05; false; 0.317337;0.31; 0.11197; 0.032725; 0.12826; 0.07229; 5.7e-05; false; 0.350304;2.06; 0.11249; 0.034829;0.007016; 1.02954; 0.98223; 0.002182; false; 2.17277;1.7; 0.132007; 0.031607;0.0011719999999999999; 0.572345; 0.930482; 0.015589; false; 1.68773;ERR;2.68; 0.2053; 0.0000; 1.3826; 0.4818; 0.0030; False; 1.8679; 2.0751;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;6.53;0.066323722; 2.028358097; 3.1599E-5; false; 2.035677275; 2.22644826
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;2.46;0.0841209;0.006705099999999999; 2.3933673000; 0.0002317000; False; 2.4029135000; 2.5244193000;0.41; 0.140256; 0.037564; 0.16619; 0.113102; 0.000117; false; 0.463991;0.39; 0.150959; 0.036287; 0.106838; 0.063881; 0.066072; 5.6e-05; false; 0.429292;0.39; 0.140171; 0.038461; 0.18003; 0.089829; 0.00011; false; 0.456246;2.9; 0.155965; 0.038364;0.008147999999999999; 1.44839; 1.39404; 0.002321; false; 3.05242;2.45; 0.140649; 0.036906;0.0014659999999999999; 0.863152; 1.35165; 0.024335; false; 2.424;ERR;3.33; 0.2062; 0.0000; 1.7112; 0.5990; 0.0014; False; 2.3116; 2.5233;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;8.22;0.066933873; 2.831042198; 3.2379E-5; false; 2.836497249; 3.034860552
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.14;0.0543532;0.0063837; 0.0275782000; 0.0002302000; False; 0.0373121000; 0.1412993000;0.02; 0.024089; 0.006775; 0.001232; 0.000642; 1e-05; false; 0.03455;0.03; 0.025503; 0.006652; 0.001142; 0.000619; 0.000304; 6e-06; false; 0.0357;0.03; 0.023405; 0.010106; 0.001309; 0.000756; 1e-05; false; 0.037722;0.03; 0.013818; 0.006609;0.000845; 0.006245; 0.011894; 0.000129; false; 0.041041;0.02; 0.014985; 0.007117;0.000181; 0.004821; 0.005244; 0.000208; false; 0.034942;ERR;0.98; 0.0292; 0.0000; 0.0090; 0.0020; 0.0000; False; 0.0111; 0.0412;3.15; 0.0294; 0.0020; 2.0237; 0.1338; 0.0003; False; 2.1579; 2.1896;TO;TO;1.09;0.025892547000000002; 0.049444239; 2.7825E-5; false; 0.055381518; 0.149427411
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;3.52;0.1187976;0.0098662; 3.3881380000; 0.0003050000; False; 3.4020837000; 3.5593291000;0.5; 0.150596; 0.04785; 0.250004; 0.114924; 0.000126; false; 0.572418;0.48; 0.158289; 0.0404; 0.000232; 0.216249; 0.111125; 0.00011; false; 0.534167;0.49; 0.143032; 0.041631; 0.23039; 0.129117; 0.000119; false; 0.551672;3.67; 0.162509; 0.070718;0.008871; 1.77737; 1.83837; 0.002926; false; 3.86607;3.21; 0.160692; 0.042674;0.00163; 1.05604; 1.84727; 0.033646; false; 3.14872;ERR;3.48; 0.2119; 0.0000; 1.9244; 0.6782; 0.0015; False; 2.6041; 2.8211;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;10.55;0.08877533; 3.614383181; 4.6778E-5; false; 3.620422667; 3.845517715
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;4.74;0.09784489999999998;0.0077615; 4.5792532000; 0.0002385000; False; 4.5902485000; 4.7323021000;0.6; 0.190522; 0.047706; 0.301396; 0.143976; 9e-05; false; 0.691994;0.56; 0.16254; 0.049613; 0.000289; 0.286267; 0.143618; 8.2e-05; false; 0.651757;0.58; 0.180778; 0.060104; 0.282243; 0.1413; 9.9e-05; false; 0.675134;4.3; 0.183679; 0.059329;0.010534; 2.18815; 2.05806; 0.002099; false; 4.50769;3.89; 0.18131; 0.047541;0.001873; 1.33156; 2.20457; 0.039082; false; 3.81316;ERR;4.41; 0.2534; 0.0000; 2.6478; 0.9251; 0.0045; False; 3.5776; 3.8335;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;12.13;0.053319950000000005; 4.152275789; 2.5158E-5; false; 4.160042588; 4.365502538
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;6.29;0.1057351;0.0077082; 6.1133475000; 0.0003478000; False; 6.1242638000; 6.2685686000;0.74; 0.175795; 0.054297; 0.391408; 0.216688; 0.000198; false; 0.850059;0.74; 0.192258; 0.051783; 0.000289; 0.430464; 0.169766; 0.000199; false; 0.85497;0.68; 0.189475; 0.053447; 0.367135; 0.161249; 0.000202; false; 0.783423;6.2; 0.175399; 0.053029;0.011532; 3.235; 2.29181; 0.680314; false; 6.45381;4.94; 0.206025; 0.053938;0.002082; 1.80726; 2.74302; 0.052094; false; 4.87338;ERR;5.25; 0.2884; 0.0000; 3.3719; 1.0493; 0.0039; False; 4.4252; 4.7207;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;13.1;0.09175298800000001; 4.889425859; 3.9528E-5; false; 4.897255388; 5.12366949
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;7.41;0.1124212;0.007888; 7.2085948000; 0.0002584000; False; 7.2197353000; 7.3742182000;0.81; 0.230463; 0.058215; 0.425165; 0.193468; 0.000167; false; 0.919477;0.76; 0.203229; 0.058238; 0.000344; 0.420397; 0.191746; 0.000146; false; 0.885654;0.89; 0.223401; 0.067463; 0.487448; 0.205546; 0.000161; false; 0.99572;7.49; 0.192017; 0.058644;0.013673; 3.88363; 2.90442; 0.771796; false; 7.83257;5.9; 0.212335; 0.058059;0.002263; 2.23615; 3.23231; 0.057357; false; 5.80764;ERR;6.1; 0.3040; 0.0000; 4.1440; 1.2323; 0.0056; False; 5.3821; 5.6891;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;16.59;0.081192656; 6.056563845; 5.1509E-5; false; 6.066009446; 6.298136895
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;8.66;0.13022240000000002;0.0072410999999999994; 8.5833704000; 0.0002630000; False; 8.5936490000; 8.7689428000;0.88; 0.21219; 0.062968; 0.496143; 0.225832; 0.000212; false; 1.00912;0.9; 0.20593; 0.063508; 0.000375; 0.524586; 0.222074; 0.000187; false; 1.03037;0.91; 0.223543; 0.062483; 0.521566; 0.223114; 0.000173; false; 1.04406;8.6; 0.21862; 0.09045;0.014079999999999999; 4.3954; 3.32186; 0.909475; false; 8.96113;6.82; 0.206628; 0.061796;0.002278; 2.46339; 3.87411; 0.060041; false; 6.67671;ERR;7.19; 0.3686; 0.0000; 4.9079; 1.5658; 0.0069; False; 6.4807; 6.8527;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;20.33;0.082975411; 7.543469674; 2.2784E-5; false; 7.551126885; 7.779733798
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;10.38;0.1479417;0.007317100000000001; 10.2944206000; 0.0002793000; False; 10.3047855000; 10.5020251000;1.03; 0.220229; 0.079904; 0.635079; 0.251738; 0.000209; false; 1.20165;1.11; 0.23711; 0.068336; 0.000396; 0.687569; 0.252942; 0.000197; false; 1.26327;1.03; 0.221326; 0.078515; 0.611715; 0.251871; 0.00019; false; 1.17782;9.34; 0.234219; 0.086918;0.016791; 4.96639; 3.51266; 0.943582; false; 9.77057;7.32; 0.232664; 0.075813;0.002326; 2.72278; 4.085; 0.062844; false; 7.19094;ERR;7.77; 0.3361; 0.0000; 5.3025; 1.7351; 0.0129; False; 7.0505; 7.3918;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;28.05;0.08345435699999999; 8.715288377; 2.1825E-5; false; 8.723324965; 8.966551635
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;12.97;0.1258268;0.0074576; 12.7575695000; 0.0002622000; False; 12.7680531000; 12.9314104000;1.24; 0.253768; 0.072358; 0.790911; 0.287619; 0.000213; false; 1.42037;1.24; 0.248008; 0.068022; 0.000771; 0.780821; 0.31991; 0.000118; false; 1.43803;1.25; 0.268101; 0.075439; 0.782461; 0.300061; 0.000218; false; 1.44195;10.18; 0.261616; 0.078834;0.019087; 5.25992; 3.99432; 1.05902; false; 10.6841;9.11; 0.258033; 0.071743;0.002998; 3.51051; 5.03137; 0.080288; false; 8.96571;ERR;8.96; 0.3482; 0.0000; 6.3530; 1.9983; 0.0121; False; 8.3635; 8.7177;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;29.4;0.102116458; 10.373967593; 3.5136E-5; false; 10.383576168; 10.676601263
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;15.78;0.1366839;0.007752600000000001; 15.9051645000; 0.0002269000; False; 15.9159902000; 16.0947464000;1.54; 0.253446; 0.075994; 1.03597; 0.33907; 0.00013; false; 1.72252;1.35; 0.268531; 0.075961; 0.000431; 0.847037; 0.325207; 0.000488; false; 1.53542;1.39; 0.248826; 0.08924; 0.90519; 0.356804; 0.000188; false; 1.61973;13.12; 0.253442; 0.080972;0.022316; 7.43818; 4.67577; 1.23788; false; 13.7199;10.13; 0.286412; 0.075554;0.0026969999999999997; 3.82462; 5.64596; 0.087156; false; 9.93452;ERR;10.27; 0.3600; 0.0000; 7.5519; 2.2003; 0.0158; False; 9.7681; 10.1329;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;28.76;0.12047568; 10.572451397; 3.628E-5; false; 10.580210748; 10.870235108
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;17.06;0.1409176;0.0085779; 17.1099131000; 0.0002653000; False; 17.1217191000; 17.3007337000;1.46; 0.289007; 0.101485; 0.869661; 0.399151; 0.000154; false; 1.6765;1.59; 0.282061; 0.083672; 0.000539; 1.00183; 0.428088; 0.000203; false; 1.81821;2.09; 0.313229; 0.094577; 1.51145; 0.39503; 0.000133; false; 2.3318;14.12; 0.300818; 0.119661;0.033829; 7.69233; 5.17054; 1.46965; false; 14.8023;11.8; 0.280701; 0.085702;0.0029259999999999998; 4.59076; 6.43659; 0.108268; false; 11.5183;ERR;11.56; 0.3831; 0.0000; 8.6266; 2.5359; 0.0165; False; 11.1791; 11.5670;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;33.3;0.10315433099999999; 13.265029273; 3.2582E-5; false; 13.27333708; 13.524452378
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;20.97;0.1455338;0.0101928; 21.0179757000; 0.0003372000; False; 21.0313654000; 21.2192499000;1.6; 0.27334; 0.08056; 0.980503; 0.517047; 0.000365; false; 1.87168;2.12; 0.511116; 0.122659; 0.000939; 1.25433; 0.440126; 0.000468; false; 2.35632;1.85; 0.287491; 0.098402; 1.08102; 0.611145; 0.000245; false; 2.09992;14.75; 0.529515; 0.129737;0.035489; 7.50364; 5.74821; 1.45059; false; 15.4135;12.03; 0.293231; 0.09121;0.0033179999999999998; 4.57678; 6.63878; 0.119954; false; 11.7383;ERR;13.13; 0.3972; 0.0000; 9.8133; 2.8996; 0.0013; False; 12.7144; 13.1160;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;37.39;0.137064019; 14.580434094; 3.5605E-5; false; 14.586576206; 14.89571995
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.17;0.0484661;0.0059774; 0.0832835000; 0.0002568000; False; 0.0926226000; 0.1794606000;0.06; 0.050769; 0.015576; 0.005341; 0.004471; 1.8e-05; false; 0.078122;0.04; 0.028738; 0.011015; 0.004333; 0.002366; 0.001587; 1.1e-05; false; 0.04979;0.05; 0.043578; 0.011529; 0.006089; 0.004841; 2.5e-05; false; 0.068048;0.13; 0.029163; 0.011567;0.001767; 0.044317; 0.056803; 0.000318; false; 0.145821;0.11; 0.028706; 0.010571;0.000334; 0.029587; 0.050465; 0.000943; false; 0.123084;ERR;0.99; 0.0462; 0.0000; 0.0355; 0.0100; 0.0002; False; 0.0457; 0.0922;30.83; 0.0530; 0.0042; 28.7836; 1.7458; 0.0010; False; 30.5306; 30.5881;TO;TO;1.65;0.032969306; 0.161062343; 3.5709E-5; false; 0.169009226; 0.292531815
