name;mata-runtime;mata-parsing;mata-mintermization;mata-automata_inclusion_naive;mata-automata_inclusion_antichain;automata-runtime;automata-result
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.26; 0.236519; 0.024985; 0.0008; 0.0001;0.21; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata;0.06; 0.052155; 0.00880186; 0.0001; 0.0000;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.04; 0.886701; 0.158689; 0.0004; 0.0000;0.32; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.98; 0.911265; 0.0951628; 0.0004; 0.0001;0.29; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;2.06; 1.85859; 0.216769; 0.0049; 0.0003;0.5; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;1.23; 1.16655; 0.0995566; 0.0005; 0.0001;0.36; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.23; 0.207946; 0.0319596; 0.0013; 0.0001;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata;0.16; 0.148913; 0.0189714; 0.0002; 0.0000;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.12; 0.106698; 0.0128046; 0.0002; 0.0000;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.23; 0.192472; 0.0365414; 0.0017; 0.0001;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.25; 0.234824; 0.0202244; 0.0002; 0.0000;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.13; 0.125232; 0.00868172; 0.0001; 0.0000;0.21; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.12; 0.110249; 0.00934888; 0.0001; 0.0000;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.12; 0.101542; 0.0197467; 0.0004; 0.0001;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.08; 0.0813665; 0.00950916; 0.0002; 0.0000;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.33; 0.279305; 0.0355901; 0.0162; 0.0039;0.23; EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;0.37; 0.315382; 0.0406351; 0.0061; 0.0058;0.27; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;0.07; 0.0609509; 0.00673537; 0.0008; 0.0004;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.17; 0.166189; 0.0131012; 0.0042; 0.0018;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.26; 0.216457; 0.0382648; 0.0017; 0.0003;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.27; 0.235502; 0.0286457; 0.0027; 0.0020;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.28; 0.230191; 0.0453321; 0.0030; 0.0009;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.07; 0.0679247; 0.00775866; 0.0004; 0.0002;0.18; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.07; 0.0636071; 0.00524413; 0.0004; 0.0002;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.16; 0.144541; 0.0139312; 0.0016; 0.0014;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.93; 0.887934; 0.0636239; 0.0041; 0.0006;0.32; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.17; 0.149665; 0.0198946; 0.0014; 0.0004;0.21; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.06; 0.0537775; 0.00766398; 0.0003; 0.0001;0.17; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.1; 0.091251; 0.0114769; 0.0004; 0.0001;0.18; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;0.07; 0.0672192; 0.00731921; 0.0012; 0.0004;0.18; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.06; 0.87672; 0.17388; 0.0126; 0.0037;0.32; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.16; 0.141374; 0.0177856; 0.0004; 0.0001;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.92; 0.900364; 0.0515473; 0.0027; 0.0005;0.34; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.11; 0.102435; 0.00951148; 0.0010; 0.0004;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.1; 0.0978328; 0.00774506; 0.0008; 0.0004;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.27; 0.258867; 0.0283829; 0.0013; 0.0010;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.11; 0.109102; 0.0150051; 0.0004; 0.0001;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.07; 0.0658757; 0.00814632; 0.0007; 0.0002;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.11; 0.102443; 0.0136102; 0.0009; 0.0002;0.19; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.17; 0.153519; 0.019345; 0.0013; 0.0003;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.09; 0.074348; 0.0150732; 0.0008; 0.0001;0.2; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.65; 0.538218; 0.0609342; 0.0446; 0.0099;0.29; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.69; 0.648874; 0.0534112; 0.0041; 0.0031;0.3; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.38; 0.300579; 0.0417892; 0.0419; 0.0137;0.26; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.31; 1.13055; 0.192742; 0.0126; 0.0052;0.39; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.28; 0.260296; 0.0266048; 0.0013; 0.0004;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.43; 0.408329; 0.0383615; 0.0001; 0.0000;0.27; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;0.25; 0.243693; 0.0286205; 0.0001; 0.0000;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.3; 0.291736; 0.0309753; 0.0005; 0.0000;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.47; 1.1899; 0.182515; 0.1384; 0.0295;0.4; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.27; 0.265782; 0.0294755; 0.0004; 0.0001;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;0.32; 0.2999; 0.0327699; 0.0017; 0.0014;0.23; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.41; 0.3805; 0.0475505; 0.0024; 0.0012;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.51; 0.4833; 0.0533643; 0.0042; 0.0037;0.29; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.36; 0.354381; 0.0389457; 0.0021; 0.0006;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.23; 1.13569; 0.177939; 0.0079; 0.0009;0.37; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.29; 0.279917; 0.0328662; 0.0010; 0.0006;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.31; 0.289611; 0.0308125; 0.0011; 0.0009;0.23; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.25; 0.245899; 0.028077; 0.0002; 0.0001;0.22; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;0.33; 0.320808; 0.0400102; 0.0003; 0.0000;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.8; 0.734712; 0.13292; 0.0029; 0.0003;0.3; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.35; 1.25695; 0.19753; 0.0078; 0.0010;0.39; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.65; 0.528719; 0.0667794; 0.0740; 0.0252;0.26; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.32; 0.301448; 0.0315043; 0.0177; 0.0021;0.24; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.31; 0.303338; 0.0324901; 0.0015; 0.0007;0.21; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.29; 0.2758; 0.0286525; 0.0010; 0.0006;0.18; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata;2.2; 0.901915; 0.12034; 0.8160; 0.4063;0.71; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;1.81; 1.33759; 0.183464; 0.2011; 0.1681;0.42; NOT EMPTY
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;2.01; 1.25843; 0.221257; 0.5281; 0.0461;0.46; NOT EMPTY
