name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.18; 0.163205; 0.031795; 0.000206; 0.000195; 7.6e-05; false; 0.199693;0.22; 0.188887; 0.047815; 0.00042; 0.000274; 9.8e-05; false; 0.243571;0.13; 0.10744; 0.031564;0.000983; 0.00118; 0.002221; 0.001833; false; 0.150306
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.17; 0.13293; 0.055064; 0.000501; 0.00051; 0.000149; false; 0.197109;0.25; 0.207384; 0.063895; 0.000498; 0.000452; 0.000121; false; 0.280778;0.26; 0.212455; 0.053712;0.00186; 0.001925; 0.003671; 0.003325; false; 0.283671
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.17; 0.136104; 0.048125; 0.000372; 0.000735; 0.000261; false; 0.195761;0.16; 0.13171; 0.044167; 0.000269; 0.000248; 8.7e-05; false; 0.181512;0.27; 0.219994; 0.057706;0.002013; 0.002221; 0.004262; 0.004024; false; 0.297135
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.03; 0.0242; 0.009544; 6.8e-05; 4.4e-05; 1.6e-05; false; 0.035696;0.03; 0.022655; 0.009767; 6.4e-05; 5.8e-05; 1.7e-05; false; 0.034766;0.03; 0.023681; 0.010619;0.000198; 0.000649; 0.000772; 0.000383; false; 0.038554
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.26; 0.211368; 0.072514; 0.000577; 0.000643; 0.000171; false; 0.297244;0.3; 0.260388; 0.06717; 0.000527; 0.000383; 0.000136; false; 0.337366;0.18; 0.146968; 0.043706;0.001304; 0.001387; 0.002743; 0.002627; false; 0.204021
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;0.33; 0.282973; 0.068948; 0.000654; 0.000452; 7.8e-05; false; 0.363361;0.2; 0.172689; 0.048066; 0.00032; 0.000397; 7.1e-05; false; 0.228382;0.36; 0.287924; 0.070283;0.002586; 0.002622; 0.00538; 0.004986; false; 0.382508
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;0.21; 0.178221; 0.053494; 0.000349; 0.000354; 6.4e-05; false; 0.23996;0.22; 0.18326; 0.052366; 0.000349; 0.000459; 8e-05; false; 0.244501;0.39; 0.311701; 0.083422;0.0029049999999999996; 0.003217; 0.007449; 0.006286; false; 0.431139
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;0.4; 0.337487; 0.090257; 0.000774; 0.000778; 0.000123; false; 0.441647;0.39; 0.340335; 0.078287; 0.000369; 0.000336; 7.5e-05; false; 0.426781;0.25; 0.186614; 0.064199;0.001851; 0.001857; 0.004539; 0.004367; false; 0.272165
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;0.29; 0.211862; 0.089275; 0.000834; 0.000615; 0.000102; false; 0.315282;0.41; 0.348137; 0.079829; 0.000854; 0.000734; 0.000108; false; 0.442542;0.46; 0.363797; 0.089379;0.0030039999999999997; 0.003071; 0.008235; 0.008648; false; 0.488541
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;0.48; 0.392857; 0.100721; 0.000932; 0.001031; 0.00015; false; 0.514099;0.28; 0.228485; 0.070584; 0.000461; 0.000673; 0.000114; false; 0.310387;0.28; 0.217353; 0.064277;0.0018900000000000002; 0.001739; 0.003877; 0.003709; false; 0.301162
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;0.42; 0.396541; 0.060523; 0.000457; 0.000469; 8.2e-05; false; 0.46764;0.48; 0.407905; 0.108911; 0.000969; 0.000833; 0.000134; false; 0.534478;0.42; 0.320116; 0.108261;0.003713; 0.003382; 0.006896; 0.007347; false; 0.462262
