name;automata-runtime;automata-construction;automata-trim;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-rhs.mata;0.22;0.1446672;0.0086685; 0.0280830000; False; 0.0385250000; 0.2108909000;1.18;0.0739741;0.008317699999999999; 0.0272133000; False; 0.0371749000; 0.1702594000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-rhs.mata;0.22;0.1489504;0.0077257; 0.0229394000; False; 0.0321051000; 0.2160000000;1.35;0.1722737;0.0145296; 0.0423231000; False; 0.0593638000; 0.3123519000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-rhs.mata;0.31;0.27796230000000005;0.0085503; 0.0376688000; False; 0.0479740000; 0.3537018000;1.66;0.1310799;0.0126263; 0.0590684000; False; 0.0742531000; 0.2815733000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-rhs.mata;0.25;0.2090969;0.0084288; 0.0356502000; False; 0.0459228000; 0.2844985000;1.26;0.0784453;0.0085844; 0.0371939000; False; 0.0474947000; 0.1726997000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-rhs.mata;0.36;0.2485812;0.0120522; 0.0561588000; False; 0.0709035000; 0.3604295000;1.5;0.1248942;0.012510299999999999; 0.0588417000; False; 0.0739041000; 0.2717244000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-rhs.mata;0.34;0.2400466;0.0115493; 0.0367927000; False; 0.0506160000; 0.3308584000;1.44;0.122089;0.014197199999999998; 0.0372644000; False; 0.0540654000; 0.2490026000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-rhs.mata;0.34;0.24031000000000002;0.0128708; 0.0391611000; False; 0.0545839000; 0.3773838000;1.58;0.12654859999999998;0.0133624; 0.0428249000; False; 0.0583920000; 0.2606083000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-rhs.mata;0.27;0.20024360000000002;0.0077826; 0.0231461000; False; 0.0326427000; 0.2696989000;1.16;0.12196030000000001;0.012514500000000001; 0.0376866000; False; 0.0525212000; 0.2531312000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-rhs.mata;0.34;0.2428943;0.0114156; 0.0382613000; False; 0.0521198000; 0.3355627000;1.57;0.1615218;0.012510199999999999; 0.0378671000; False; 0.0526610000; 0.2851346000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-rhs.mata;0.29;0.2094397;0.0090264; 0.0339343000; False; 0.0448617000; 0.2825139000;1.24;0.1067626;0.0086367; 0.0344534000; False; 0.0448714000; 0.2054984000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T234-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T234-rhs.mata;0.38;0.2814622;0.0147819; 0.0545594000; False; 0.0722804000; 0.3852490000;1.63;0.1701122;0.0135547; 0.0538025000; False; 0.0701576000; 0.3177641000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T235-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T235-rhs.mata;0.37;0.26161179999999995;0.012925; 0.0389975000; False; 0.0545220000; 0.3616731000;1.38;0.0735046;0.0084729; 0.0254236000; False; 0.0356284000; 0.1542211000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T236-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T236-rhs.mata;0.27;0.2487241;0.0085941; 0.0254108000; False; 0.0358071000; 0.3216641000;1.37;0.0761354;0.0081935; 0.0242116000; False; 0.0341045000; 0.1571075000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T237-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T237-rhs.mata;0.21;0.1462179;0.008534; 0.0237328000; False; 0.0340920000; 0.2082192000;1.35;0.140309;0.008526; 0.0249510000; False; 0.0351220000; 0.2215254000
