name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-emptiness;pyfado-result;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07945-1.mata;0.01; 0.00014267;0.006682075;0.0017330420000000002; 9.8632e-05; false;0.07; 0.000142906; 1.4106e-05;0.029943121000000003;0.024026937999999998; 0.0129625; false;1.12; 0.0065; 0.0000;0.0378;0.0045000000000000005; 0.0014; False;12.84; 0.0063; 0.0001;7.7767; 4.0513; False;0.99; 0.006733122;0.039731416; 2.6997E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-1.mata;0.0; 0.000130883;0.003206487;0.000615716; 0.000183422; false;0.02; 0.000138592; 1.6975e-05;0.013906047000000001;0.010233197999999999; 0.00517362; false;1.1; 0.0065; 0.0000;0.0179;0.0016; 0.0006; False;8.16; 0.0065; 0.0001;4.2721; 2.8554; False;0.91; 0.006314666;0.016308713000000002; 2.0208E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-10.mata;0.02; 0.000224347;0.009133936;0.0015955829999999998; 0.000479829; false;0.06; 0.000254009; 1.8879e-05;0.026772274999999998;0.020775109; 0.010583; false;1.15; 0.0067; 0.0000;0.040499999999999994;0.0027; 0.0008; False;20.51; 0.0066; 0.0001;8.6956; 10.8513; False;0.94; 0.008329885;0.017121559; 2.4487E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-11.mata;0.02; 0.000217727;0.008699262;0.001424233; 0.000435582; false;0.06; 0.000236967; 1.9893e-05;0.026366834999999998;0.020617218; 0.0105235; false;1.14; 0.0067; 0.0000;0.0403;0.0028000000000000004; 0.0008; False;30.24; 0.0067; 0.0001;9.5044; 19.7832; False;0.88; 0.0071013;0.015995372; 1.768E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-12.mata;0.0; 8.425e-05;0.000546252;0.000332381; 5.7177e-05; false;0.01; 9.676e-05; 1.1269e-05;0.005540165999999999;0.003864968; 0.00177983; false;1.04; 0.0064; 0.0000;0.0049;0.0011; 0.0005; False;2.36; 0.0064; 0.0001;1.2388; 0.0846; False;0.91; 0.005273744;0.019735686; 2.0464E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-13.mata;0.0; 0.000135076;0.003369167;0.000665686; 0.000187869; false;0.03; 0.000136658; 1.1811e-05;0.013713112;0.01028505; 0.00520353; false;1.09; 0.0063; 0.0000;0.017599999999999998;0.0016; 0.0005; False;7.24; 0.0066; 0.0001;4.0939000000000005; 2.1579; False;0.72; 0.006416479;0.016493833; 2.1507E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-14.mata;0.02; 0.000224833;0.008783263999999999;0.0012781609999999999; 0.000449305; false;0.06; 0.000237931; 1.84e-05;0.026700449;0.021050789; 0.010575; false;1.13; 0.0065; 0.0000;0.0399;0.0027999999999999995; 0.0008; False;22.41; 0.0046; 0.0001;5.8881000000000006; 15.9632; False;0.92; 0.008650117;0.016456027; 2.5954E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-15.mata;0.02; 0.000218688;0.008898172999999999;0.001624197; 0.000612993; false;0.05; 0.000219632; 2.004e-05;0.025485773000000003;0.020502684; 0.0107631; false;0.96; 0.0045; 0.0000;0.0213;0.0015; 0.0005; False;23.27; 0.0071; 0.0001;7.4201999999999995; 15.1385; False;0.74; 0.007578175;0.019247219; 2.2086E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-16.mata;0.0; 9.0638e-05;0.000584427;0.000365462; 7.3407e-05; false;0.01; 8.5764e-05; 8.956e-06;0.005561643000000001;0.003937829; 0.00181718; false;1.08; 0.0062; 0.0000;0.0054;0.0011; 0.0004; False;2.31; 0.0062; 0.0001;1.1647; 0.0854; False;0.72; 0.005009957;0.020360039999999996; 3.5752E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-17.mata;0.0; 5.651e-05;0.00033722000000000005;0.000209235; 4.0045e-05; false;0.01; 5.7348e-05; 5.864e-06;0.003276266;0.002495045; 0.00112843; false;0.79; 0.0045; 0.0000;0.004;0.0007; 0.0003; False;1.66; 0.0048; 0.0001;0.5639000000000001; 0.0441; False;1.0; 0.006321906;0.020788976; 3.0178E-5; false
