name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;automata-runtime;automata-construction;mata-runtime;mata-mataparsing;mata-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;TO; 0.264292; 0.0856319;TO;0.1576145;TO; 0.27239; 0.0714185;TO; 0.173159; 0.054359;0.010705349999999999;TO; 0.166253; 0.0462722;0.001571434;TO;TO;TO;TO;TO;0.074227058
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;TO; 0.186629; 0.0527637;TO;0.1737746;TO; 0.260045; 0.0692696;TO; 0.378928; 0.125512;0.01169825;TO; 0.199059; 0.0588299;0.00183168;TO;TO;TO;TO;TO;0.058470203
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;TO; 0.222646; 0.0572577;TO;0.1425619;ERR;ERR;ERR;TO; 0.232793; 0.0657286;0.01314119;TO; 0.333718; 0.0673207;0.00209556;TO;TO;TO;TO;TO;0.07928071
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;TO; 0.218141; 0.0569828;TO;0.2946744;TO; 0.254874; 0.12261;TO; 0.360371; 0.0998348;0.00919414;TO; 0.240312; 0.0830149;0.00248209;TO;TO;TO;TO;TO;0.160363372
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;ERR;ERR;ERR;TO;0.047756;TO; 0.0371173; 0.0140774;TO; 0.0285208; 0.0112408;0.001674952;TO; 0.0276413; 0.0118357;0.00028233200000000005;TO;TO;TO;TO;TO;0.041357753
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;TO; 0.258056; 0.0740356;TO;0.1834885;TO; 0.341868; 0.0752645;TO; 0.390456; 0.0585995;0.027179420000000003;TO; 0.279489; 0.0775523;0.00280252;TO;TO;TO;TO;TO;0.096347635
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;TO; 0.284906; 0.0690962;TO;0.3133563;TO; 0.249281; 0.0830122;TO; 0.560337; 0.158585;0.0278532;TO; 0.284415; 0.0693246;0.0017553970000000001;TO;TO;TO;TO;TO;0.098312231
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;ERR;ERR;ERR;TO;0.19881849999999998;TO; 0.570926; 0.112409;TO; 0.416826; 0.0993745;0.0380576;TO; 0.383361; 0.0904682;0.0022544;TO;TO;TO;TO;TO;0.094326894
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;TO; 0.35261; 0.12165;TO;0.2533697;TO; 0.271816; 0.205668;TO; 0.268291; 0.0825776;0.03958198;TO; 0.487235; 0.15917;0.00422201;TO;TO;TO;TO;TO;0.087498819
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;TO; 0.389963; 0.113034;TO;0.2755548;TO; 0.393666; 0.227371;TO; 0.772042; 0.222111;0.0532145;TO; 0.491335; 0.111128;0.00385481;TO;TO;TO;TO;TO;0.119565835
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;TO; 0.440663; 0.117562;TO;0.3627045;TO; 0.406866; 0.229767;TO; 0.441228; 0.123946;0.0273273;TO; 0.498613; 0.119406;0.00834325;TO;TO;TO;TO;TO;0.10604896899999999
